USW00024021,42.8153,-108.7261
USW00024018,41.1519,-104.8061
USW00014897,44.9258,-89.6256
USW00094973,46.0261,-91.4442
USW00014991,44.8664,-91.4878
USW00094929,46.5486,-90.9189
USW00014839,42.955,-87.9044
USW00014837,43.1406,-89.3453
USW00014920,43.8789,-91.2528
USW00014898,44.4983,-88.1111
USW00003859,37.2958,-81.2078
USW00013736,39.6428,-79.9164
USW00014894,40.1764,-80.6472
USW00003860,38.365,-82.555
USW00013866,38.3794,-81.59
USW00003872,37.7836,-81.1231
USW00094298,45.6208,-122.6572
USW00094129,46.7439,-117.1086
USW00024163,46.2667,-119.1167
USW00024157,47.6217,-117.5281
USW00024233,47.4444,-122.3139
USW00013740,37.505,-77.3203
USW00013737,36.9033,-76.1922
USW00013733,37.3208,-79.2067
USW00014742,44.4683,-73.15
USW00024127,40.7781,-111.9694
USW00003904,30.5892,-96.3647
USW00012921,29.5442,-98.4839
USW00012960,29.98,-95.36
USW00012923,29.2733,-94.8592
USW00023044,31.8111,-106.3758
USW00003927,32.8978,-97.0189
USW00012924,27.8,-97.4
USW00013958,30.3208,-97.7603
USW00023047,35.2333,-101.7089
USW00013962,32.4106,-99.6822
USW00013897,36.1189,-86.6892
USW00013893,35.0564,-89.9864
USW00013882,35.0311,-85.2014
USW00094950,43.7667,-98.0333
USW00014944,43.5878,-96.7289
USW00014936,44.3981,-98.2231
USW00014929,45.4558,-98.4131
USC00380072,33.55,-81.6969
USW00013886,34.8461,-82.3461
USW00013883,33.9486,-81.1186
USW00014778,41.2433,-76.9217
USW00094823,40.4847,-80.2144
USW00013739,39.8683,-75.2311
USW00014711,40.1936,-76.7633
USW00014860,42.08,-80.1825
USW00094236,42.1469,-121.7242
USC00356749,45.5181,-122.6894
USW00024232,44.905,-123.0011
USW00024155,45.6906,-118.8528
USW00024221,44.1278,-123.2206
USW00094224,46.1569,-123.8825
USW00003965,36.1625,-97.0894
USW00013968,36.1994,-95.8872
USW00013967,35.3889,-97.6006
USW00093824,39.9444,-81.8922
USW00094830,41.5886,-83.8014
USW00093815,39.9061,-84.2186
USW00014821,39.9914,-82.8808
USW00004853,41.5175,-81.6836
USW00093812,39.1033,-84.4189
USW00014895,40.9167,-81.4333
USW00094014,48.1739,-103.6367
USW00014916,47.9428,-97.1839
USW00014914,46.9253,-96.8111
USW00024011,46.7708,-100.7603
USW00013722,35.8922,-78.7819
USW00013881,35.2236,-80.9553
USW00093729,35.2325,-75.6219
USW00003812,35.4319,-82.5375
USW00014750,43.35,-73.6167
USW00014768,43.1167,-77.6767
USW00094728,40.7789,-73.9692
USW00014733,42.9486,-78.7369
USW00014735,42.7431,-73.8092
USW00023009,33.3075,-104.5083
USW00023051,36.4486,-103.1539
USW00023050,35.0419,-106.6156
USC00280734,40.8292,-75.0833
USC00286055,40.4728,-74.4225
USW00014792,40.2769,-74.8158
USW00014710,42.9333,-71.4383
USW00014745,43.1953,-71.5011
USW00024128,40.9017,-117.8081
USW00023185,39.4839,-119.7711
USW00023154,39.2953,-114.8467
USW00024121,40.8289,-115.7886
USW00094040,40.2064,-100.5914
USW00094949,40.6044,-98.4272
USW00024032,42.8783,-100.55
USW00024028,41.8706,-103.5931
USW00014942,41.3103,-95.8992
USW00014941,41.9856,-97.4353
USW00024023,41.1214,-100.6694
USW00014939,40.8508,-96.7475
USW00014935,40.9611,-98.3136
USW00024153,46.9208,-114.0925
USW00024144,46.6056,-111.9636
USW00094012,48.5428,-109.7633
USW00024143,47.4733,-111.3822
USW00094008,48.2138,-106.6213
USW00003963,38.5911,-92.1558
USW00013994,38.7525,-90.3736
USW00013995,37.2353,-93.4003
USW00003947,39.2972,-94.7306
USW00003945,38.8169,-92.2183
USW00093874,30.4119,-89.0808
USW00013833,31.2819,-89.2531
USW00013865,32.3347,-88.7442
USW00003940,32.3206,-90.0778
USW00014926,45.5433,-94.0514
USW00014925,43.9042,-92.4917
USW00014922,44.8831,-93.2289
USW00014918,48.5614,-93.3981
USW00014913,46.8369,-92.2097
USW00094815,42.2347,-85.5519
USW00014845,43.5331,-84.0797
USW00014847,46.4794,-84.3572
USW00014840,43.1711,-86.2367
USW00094850,46.5311,-87.5483
USW00014836,42.7803,-84.5789
USW00094860,42.8939,-85.5447
USW00094847,42.2314,-83.3308
USW00094746,42.2706,-71.8731
USW00014753,42.2122,-71.1136
USW00014739,42.3606,-71.0106
USW00093721,39.1836,-76.6542
USW00014764,43.6497,-70.3003
USC00166584,31.8142,-93.0856
USW00013942,32.5156,-92.0406
USW00013957,32.4506,-93.8411
USW00003937,30.125,-93.2158
USW00013970,30.5372,-91.1469
USW00093821,38.1811,-85.7392
USW00093820,38.0408,-84.6058
USW00013996,39.0725,-95.6261
USW00023065,39.3669,-101.7
USW00013985,37.7608,-99.9683
USW00013984,39.5514,-97.6508
USW00014990,41.8833,-91.7167
USW00014972,43.1644,-95.2021
USW00094910,42.5544,-92.4011
USW00014943,42.3914,-96.3792
USW00094908,42.3978,-90.7036
USW00014933,41.5339,-93.6531
USW00014848,41.7072,-86.3164
USW00093819,39.7075,-86.2803
USW00014827,40.9706,-85.2064
USW00093817,38.0442,-87.5206
USW00093822,39.8447,-89.6839
USW00094822,42.1928,-89.0931
USW00014842,40.6675,-89.6839
USW00014923,41.4653,-90.5233
USW00094846,41.995,-87.9336
USW00024149,46.3747,-117.0156
USW00024131,43.5667,-116.2406
USW00003822,32.13,-81.21
USW00003813,32.6847,-83.6528
USW00093842,32.5161,-84.9422
USW00003820,33.3644,-81.9633
USW00013874,33.63,-84.4417
USW00013873,33.9481,-83.3275
USW00012844,26.6847,-80.0994
USW00012842,27.9619,-82.5403
USW00093805,30.3975,-84.3289
USW00013899,30.4781,-87.1869
USW00012815,28.4339,-81.325
USW00012839,25.7906,-80.3164
USW00012836,24.555,-81.7522
USW00013889,30.4844,-81.7019
USW00012816,29.6919,-82.2756
USW00012835,26.585,-81.8614
USW00013743,38.8483,-77.0342
USW00013781,39.6728,-75.6008
USW00093058,38.29,-104.4983
USW00023066,39.1342,-108.54
USW00003017,39.8328,-104.6575
USW00093037,38.81,-104.6883
USW00024286,41.7803,-124.2367
USC00042863,33.1211,-117.09
USW00023275,39.1258,-123.2008
USW00023271,38.5553,-121.4183
USW00003171,33.9519,-117.4386
USW00023179,34.7675,-114.6189
USW00023188,32.7336,-117.1831
USW00024257,40.5175,-122.2986
USW00093134,34.0511,-118.2353
USW00093193,36.78,-119.7194
USW00024213,40.8097,-124.1603
USW00023155,35.4344,-119.0542
USW00053920,35.2578,-93.0947
USW00093988,34.175,-91.9347
USW00003953,35.8311,-90.6464
USW00013971,36.2667,-93.1567
USW00013963,34.7272,-92.2389
USW00013964,35.3331,-94.3625
USW00003145,32.65,-114.6167
USW00023160,32.1314,-110.9553
USW00023183,33.4278,-112.0039
USW00003103,35.1442,-111.6664
USW00013896,34.7442,-87.5997
USW00013895,32.2997,-86.4075
USW00013838,30.6264,-88.0681
USW00003856,34.6439,-86.7861
USW00013876,33.5656,-86.745
